candidate	cluster_center	min_distance	max_distance	candi_distance	cos	synscore
westminster	abbey	0.0	0.0	1.0561385	0.44228566	0.47620067
precincts	abbey	0.0	0.0	1.0840695	0.4123968	0.051089603
spire	abbey	0.0	0.0	1.1541203	0.33400315	0.41848403
mansfield	abbey	0.0	0.0	1.1461527	0.34316692	0.0053821295
rectory	abbey	0.0	0.0	1.1558863	0.3319635	0.00080714433
cathedral	abbey	0.0	0.0	1.1110555	0.38277775	0.0041766474
nuns	abbey	0.0	0.0	1.1631675	0.32352072	0.051089603
abbey	abbey	0.0	0.0	0.0	1.0	0.43087593
germain	abbey	0.0	0.0	1.1324569	0.3587707	0.051089603
parish	abbey	0.0	0.0	1.1400791	0.35010985	0.18506742
repugnance	abhorrence	0.0	1.0	0.9351528	0.5627447	0.9999969
deserving	abhorrence	0.0	1.0	1.0224458	0.4773024	0.9828304
impertinence	abhorrence	0.0	1.0	1.032988	0.466468	0.9999981
abhorrence	abhorrence	0.0	1.0	0.0	1.0000001	0.9999871
hatred	abhorrence	0.0	1.0	1.029953	0.4695985	0.99998236
boldness	abhorrence	0.0	1.0	1.024156	0.47555232	0.99806696
censure	abhorrence	0.0	1.0	1.0128874	0.48702964	0.9966175
affectation	abhorrence	0.0	1.0	1.0027153	0.49728104	0.9979506
forbearance	abhorrence	0.0	1.0	1.0316993	0.46779832	0.99999917
mistrust	abhorrence	0.0	1.0	1.0403663	0.45881894	0.99999595
exaggerate	ability	0.0	1.1090369	1.1390711	0.33002913	2.8385364e-05
faith	ability	0.0	1.1090369	1.1438657	0.41802382	0.005573912
courage	ability	0.0	1.1090369	1.101294	0.41258082	1.7009451e-06
skill	ability	0.0	1.1090369	1.1177087	0.4319088	0.0059135463
masculine	ability	0.0	1.1090369	1.1414678	0.31718937	1.9662914e-06
strength	ability	0.0	1.1090369	1.1185131	0.4811674	3.3271383e-05
prided	ability	0.0	1.1090369	1.0774051	0.39682567	2.8385364e-05
ability	ability	0.0	1.1090369	0.0	0.8321714	0.00014953026
abilities	ability	0.0	1.1090369	1.1346816	0.3726621	2.8385364e-05
abode	abode	0.0	1.3076782	0.0	0.6776948	0.9999851
precincts	abode	0.0	1.3076782	1.151974	0.31246966	0.99217623
residence	abode	0.0	1.3076782	1.1038018	0.38497233	0.9997844
lowick	abode	0.0	1.3076782	1.1580358	0.3639654	0.99217623
lodgings	abode	0.0	1.3076782	1.1305456	0.3729037	0.999995
lodging	abode	0.0	1.3076782	1.1623808	0.31107998	0.99999976
reigned	abode	0.0	1.3076782	1.1712731	0.25705257	0.99217623
restore	abode	0.0	1.3076782	1.172232	0.2716455	0.99217623
inmates	abode	0.0	1.3076782	1.1648048	0.30757552	0.99217623
place	abode	0.0	1.3076782	1.1462692	0.3975459	0.9999361
interview	absence	0.0	0.0	1.1771117	0.3072039	0.08101522
presence	absence	0.0	0.0	1.0949224	0.40057236	0.008267566
absence	absence	0.0	0.0	0.0	1.0	5.7197926e-06
owing	absence	0.0	0.0	1.1839821	0.29909322	0.00035397356
longbourn	absence	0.0	0.0	1.1850989	0.29777035	0.00035397356
departure	absence	0.0	0.0	1.1046202	0.38990715	0.10146557
consequent	absence	0.0	0.0	1.1679378	0.3179607	0.00035397356
arising	absence	0.0	0.0	1.1817946	0.30168074	0.00035397356
prolonged	absence	0.0	0.0	1.1489055	0.34000808	0.00035397356
weeks	absence	0.0	0.0	1.1687461	0.31701624	0.00035397356
dreamy	abstraction	0.0	0.0	1.1290747	0.36259514	3.2289736e-05
pervading	abstraction	0.0	0.0	1.1525894	0.3357688	3.2289736e-05
intoxication	abstraction	0.0	0.0	1.1104184	0.38348538	0.000109409295
impersonal	abstraction	0.0	0.0	1.1447695	0.34475145	3.2289736e-05
brooded	abstraction	0.0	0.0	1.1380866	0.35237944	3.2289736e-05
grandeur	abstraction	0.0	0.0	1.1572323	0.3304067	5.6102854e-06
activity	abstraction	0.0	0.0	1.1492803	0.3395773	0.00034964454
abstraction	abstraction	0.0	0.0	0.0	0.99999994	2.5512693e-06
relapsed	abstraction	0.0	0.0	1.1282737	0.3634992	3.2289736e-05
pensive	abstraction	0.0	0.0	1.1287979	0.3629077	3.2289736e-05
impossibility	absurdity	0.0	0.99999994	1.1288377	0.3628627	0.9881364
ludicrous	absurdity	0.0	0.99999994	1.1257602	0.36633202	0.99943024
absurdity	absurdity	0.0	0.99999994	0.0	0.99999994	0.99999857
preposterous	absurdity	0.0	0.99999994	1.1027201	0.3920041	0.99943024
humiliating	absurdity	0.0	0.99999994	1.1547513	0.33327472	0.99943024
futility	absurdity	0.0	0.99999994	1.0936685	0.40194467	0.99943024
downright	absurdity	0.0	0.99999994	1.1542072	0.33390272	0.99943024
annoying	absurdity	0.0	0.99999994	1.1572875	0.33034283	0.99999976
affectation	absurdity	0.0	0.99999994	1.1413064	0.34870988	0.99979144
inherent	absurdity	0.0	0.99999994	1.1081228	0.38603184	0.99943024
abundance	abundance	0.0	0.0	0.0	1.0000001	0.00016672541
scented	abundance	0.0	0.0	1.157135	0.3305192	0.0001427443
vegetables	abundance	0.0	0.0	1.1355126	0.3553056	0.0001427443
countless	abundance	0.0	0.0	1.1428233	0.34697747	0.0001427443
sow	abundance	0.0	0.0	1.1592385	0.3280831	2.3367853e-05
abundant	abundance	0.0	0.0	1.1119075	0.38183093	0.0001427443
plentiful	abundance	0.0	0.0	1.067953	0.4297382	0.0001427443
oats	abundance	0.0	0.0	1.1524093	0.33597645	0.0001427443
supply	abundance	0.0	0.0	1.1529131	0.33539572	0.0010914656
profusion	abundance	0.0	0.0	1.0949981	0.40048963	0.00076712645
reproach	abuse	0.0	0.0	1.1671535	0.31887648	2.144505e-06
praise	abuse	0.0	0.0	1.1341699	0.35682935	0.9918528
insulting	abuse	0.0	0.0	1.1337054	0.35735598	0.119272046
heartless	abuse	0.0	0.0	1.1552134	0.33274108	0.119272046
abuse	abuse	0.0	0.0	0.0	1.0000001	0.9985518
parson	abuse	0.0	0.0	1.1643194	0.3221802	0.999998
downright	abuse	0.0	0.0	1.1135008	0.38005808	0.119272046
threats	abuse	0.0	0.0	1.1594915	0.32778978	0.119272046
abused	abuse	0.0	0.0	1.1636647	0.32294226	0.119272046
censure	abuse	0.0	0.0	1.0794569	0.41738644	0.9858965
eternity	abyss	0.0	0.0	1.1552844	0.33265898	0.038469322
precipice	abyss	0.0	0.0	1.099327	0.39574015	2.1892984e-05
brink	abyss	0.0	0.0	1.087818	0.4083261	0.9345357
vast	abyss	0.0	0.0	1.1593364	0.32796952	0.03180207
crater	abyss	0.0	0.0	1.1399286	0.35028136	1.3189498e-05
abyss	abyss	0.0	0.0	0.0	0.99999994	0.00036092725
plunge	abyss	0.0	0.0	1.1304501	0.36104116	0.9484567
depths	abyss	0.0	0.0	1.0708681	0.4266207	0.03180207
headlong	abyss	0.0	0.0	1.1521244	0.33630466	0.03180207
flakes	abyss	0.0	0.0	1.1498766	0.33889183	0.03180207
institute	academy	0.0	0.0	1.064679	0.43322933	2.0077212e-06
sciences	academy	0.0	0.0	1.0212259	0.47854888	1.8876603e-05
detroit	academy	0.0	0.0	1.0935098	0.4021182	6.397884e-06
national	academy	0.0	0.0	1.0949321	0.40056196	3.6006963e-07
president	academy	0.0	0.0	1.0967771	0.39854005	3.237416e-05
arts	academy	0.0	0.0	1.0923568	0.4033783	1.0383236e-05
executive	academy	0.0	0.0	1.096208	0.39916402	6.8739007e-07
academy	academy	0.0	0.0	0.0	1.0	8.868273e-07
theatre	academy	0.0	0.0	1.0884457	0.407643	4.228122e-06
royal	academy	0.0	0.0	1.0678648	0.42983243	8.967155e-07
accents	accent	0.0	0.0	1.1392957	0.35100272	0.15982664
scottish	accent	0.0	0.0	1.1371014	0.35350016	0.15982664
expressive	accent	0.0	0.0	1.126895	0.3650539	0.15982664
finality	accent	0.0	0.0	1.1368852	0.353746	0.9996389
voice	accent	0.0	0.0	1.129888	0.36167642	0.99958557
tone	accent	0.0	0.0	1.1226479	0.36983085	0.9999354
english	accent	0.0	0.0	1.1100682	0.3838743	0.97756404
language	accent	0.0	0.0	1.1259595	0.3661077	0.1695927
masculine	accent	0.0	0.0	1.116885	0.37628394	0.00026532184
accent	accent	0.0	0.0	0.0	1.0	0.98597604
accept	acceptance	0.0	1.0	1.1323435	0.3588991	0.2943418
bribe	acceptance	0.0	1.0	1.143204	0.34654242	0.11267009
acknowledgment	acceptance	0.0	1.0	1.1191038	0.37380332	0.425338
acceptance	acceptance	0.0	1.0	0.0	1.0	0.51745474
affecting	acceptance	0.0	1.0	1.1178145	0.37524536	0.2943418
acquiescence	acceptance	0.0	1.0	1.0853226	0.4110375	0.46968317
pecuniary	acceptance	0.0	1.0	1.0954096	0.40003893	0.2943418
superficial	acceptance	0.0	1.0	1.1404982	0.34963188	0.2943418
suggests	acceptance	0.0	1.0	1.137935	0.35255185	0.2943418
chad	acceptance	0.0	1.0	1.1314226	0.35994142	0.0024290876
obtained	access	0.0	1.2027873	1.1737546	0.41321477	0.021645233
outlet	access	0.0	1.2027873	1.135734	0.3557108	0.18553548
entrance	access	0.0	1.2027873	1.1982307	0.29546425	0.0011585954
access	access	0.0	1.2027873	0.0	0.7989529	0.95703393
erected	access	0.0	1.2027873	1.2078378	0.30804878	0.021645233
interior	access	0.0	1.2027873	1.2013487	0.2801134	0.07766484
gain	access	0.0	1.2027873	1.1512598	0.35431546	0.96087843
gained	access	0.0	1.2027873	1.1897887	0.32613766	0.021645233
obtain	access	0.0	1.2027873	1.1578363	0.35201928	0.021645233
happened	accident	0.0	1.3406348	1.1054366	0.28370646	0.0010527917
coincidence	accident	0.0	1.3406348	1.1443087	0.2614396	0.00035425258
unlucky	accident	0.0	1.3406348	1.1372507	0.35626635	0.0010527917
illness	accident	0.0	1.3406348	1.1126487	0.3663712	0.0005999646
fatal	accident	0.0	1.3406348	1.1347842	0.40063897	0.0010527917
unfortunate	accident	0.0	1.3406348	1.1425594	0.2899748	4.0809427e-06
merest	accident	0.0	1.3406348	1.1250674	0.283374	0.0010527917
killed	accident	0.0	1.3406348	1.1238052	0.32401064	0.0010527917
occurrence	accident	0.0	1.3406348	1.1415889	0.3228301	0.28914794
accident	accident	0.0	1.3406348	0.0	0.7420746	0.15780753
temporary	accommodation	0.0	1.362709	1.1433935	0.31362978	0.9997515
aforesaid	accommodation	0.0	1.362709	1.1449116	0.31539464	0.040715743
convenience	accommodation	0.0	1.362709	1.1205336	0.35742405	0.98406434
supplied	accommodation	0.0	1.362709	1.1443691	0.30530453	0.040715743
necessaries	accommodation	0.0	1.362709	1.1004939	0.40542373	0.040715743
plentiful	accommodation	0.0	1.362709	1.119982	0.3820178	0.040715743
attendance	accommodation	0.0	1.362709	1.145285	0.27566177	0.9969003
provision	accommodation	0.0	1.362709	1.1379105	0.35121354	0.9892208
accommodation	accommodation	0.0	1.362709	0.0	0.7319536	0.99995744
exclusive	accommodation	0.0	1.362709	1.1417236	0.2538187	0.9943581
music	accompaniment	0.0	1.3501612	0.95760906	0.33782637	9.282825e-07
guitar	accompaniment	0.0	1.3501612	1.0521692	0.29665768	0.00050563103
musicians	accompaniment	0.0	1.3501612	1.0488484	0.39296106	0.03669612
song	accompaniment	0.0	1.3501612	1.0047836	0.27182102	0.112832196
accompaniment	accompaniment	0.0	1.3501612	0.0	0.737744	0.99664366
buzz	accompaniment	0.0	1.3501612	1.0368931	0.37176043	0.13172887
resounded	accompaniment	0.0	1.3501612	1.0523195	0.32251415	0.03669612
uncouth	accompaniment	0.0	1.3501612	1.0510375	0.40569	0.03669612
waltz	accompaniment	0.0	1.3501612	0.97123367	0.37999105	0.8222587
hum	accompaniment	0.0	1.3501612	1.0319607	0.312166	0.9872061
requisite	accomplishment	0.0	0.99999994	1.099284	0.39578733	0.031558946
deficiency	accomplishment	0.0	0.99999994	1.079002	0.41787735	0.1658482
accomplishments	accomplishment	0.0	0.99999994	1.0994893	0.39556164	0.0041669407
piety	accomplishment	0.0	0.99999994	1.1034974	0.39114672	0.2155988
accomplishment	accomplishment	0.0	0.99999994	0.0	0.99999994	0.66893023
requiring	accomplishment	0.0	0.99999994	1.0823196	0.4142921	0.0041669407
achievement	accomplishment	0.0	0.99999994	1.0858861	0.4104257	0.9981857
talent	accomplishment	0.0	0.99999994	1.0670129	0.43074182	0.9748913
advancement	accomplishment	0.0	0.99999994	1.103427	0.39122435	0.9585827
fulfil	accomplishment	0.0	0.99999994	1.0904503	0.40545905	0.0041669407
toll	accord	0.0	1.0	1.2315738	0.24161294	0.99999404
echo	accord	0.0	1.0	1.2045766	0.27449766	0.04567911
surroundings	accord	0.0	1.0	1.2289515	0.24483916	0.99999404
conclusions	accord	0.0	1.0	1.1974063	0.28310904	0.98942786
accord	accord	0.0	1.0	0.0	1.0	0.9999318
natures	accord	0.0	1.0	1.2284408	0.24546662	0.98942786
accordance	accord	0.0	1.0	1.228491	0.24540503	0.99984014
relating	account	0.0	1.3749266	1.172142	0.3050189	0.9244337
particulars	account	0.0	1.3749266	1.1349839	0.31894594	0.9244337
description	account	0.0	1.3749266	1.1519363	0.26608467	0.003693497
detailed	account	0.0	1.3749266	1.0737497	0.37917903	0.9244337
details	account	0.0	1.3749266	1.1415094	0.35277474	0.7724847
based	account	0.0	1.3749266	1.1694027	0.38825643	0.9244337
failure	account	0.0	1.3749266	1.1704679	0.23509908	0.9854607
accounts	account	0.0	1.3749266	1.0804493	0.34563902	0.9244337
proceedings	account	0.0	1.3749266	1.1662239	0.38143426	0.9999981
account	account	0.0	1.3749266	0.0	0.58546996	0.9999292
requisite	accuracy	0.0	1.2682124	1.0994015	0.29629412	0.028445877
demonstrate	accuracy	0.0	1.2682124	1.1158179	0.44765356	0.0011034444
quickness	accuracy	0.0	1.2682124	1.0731305	0.2419894	0.9420715
precision	accuracy	0.0	1.2682124	1.1123049	0.2770857	0.0035363447
degree	accuracy	0.0	1.2682124	1.1354994	0.28844637	0.030747186
aright	accuracy	0.0	1.2682124	1.1417845	0.36981636	0.0011034444
pecuniary	accuracy	0.0	1.2682124	1.1443096	0.24103712	0.0011034444
scrupulous	accuracy	0.0	1.2682124	1.1006852	0.34027073	0.0011034444
accuracy	accuracy	0.0	1.2682124	0.0	0.77324593	0.022723913
results	accuracy	0.0	1.2682124	1.1386553	0.30122766	0.0011034444
remonstrance	accusation	0.0	0.0	1.1739643	0.31090385	0.005325553
absurdity	accusation	0.0	0.0	1.178917	0.30507734	0.0011228931
outrage	accusation	0.0	0.0	1.1302139	0.36130834	0.0005398333
accusation	accusation	0.0	0.0	0.0	0.99999994	0.00026904736
falsehood	accusation	0.0	0.0	1.1593907	0.32790652	0.00038734925
denied	accusation	0.0	0.0	1.1765188	0.3079018	0.0010455577
futility	accusation	0.0	0.0	1.1590074	0.32835093	0.0010455577
assertion	accusation	0.0	0.0	1.1652273	0.32112262	0.15911487
strether	accusation	0.0	0.0	1.1927062	0.28872594	0.0010455577
deny	accusation	0.0	0.0	1.19211	0.28943703	0.0010455577
deuce	ace	0.0	1.4586574	1.2037466	0.044099268	0.25320593
sleeve	ace	0.0	1.4586574	1.1977012	0.012979701	0.98641205
queen	ace	0.0	1.4586574	1.2057091	0.23491111	0.9999925
clubs	ace	0.0	1.4586574	1.1713492	0.1677872	0.9982728
within	ace	0.0	1.4586574	1.1572796	0.20010744	0.9982728
obadiah	ace	0.0	1.4586574	1.1989522	0.10811599	0.5571568
ace	ace	0.0	1.4586574	0.0	0.41720113	0.99999917
prize	ace	0.0	1.4586574	1.1946764	0.22441551	0.9942729
slew	ace	0.0	1.4586574	1.2038426	0.31160972	0.99999976
hole	ace	0.0	1.4586574	1.1568401	0.11508128	0.99998367
fulfilment	achievement	0.0	1.0858861	1.0828913	0.475067	0.99999
contemporary	achievement	0.0	1.0858861	1.1255138	0.36188844	0.99999857
achieve	achievement	0.0	1.0858861	1.1129999	0.43094674	0.9999927
novelist	achievement	0.0	1.0858861	1.1262301	0.33950007	0.99998784
genius	achievement	0.0	1.0858861	1.1163682	0.4153691	0.9999982
achievement	achievement	0.0	1.0858861	0.0	0.8397696	1.0
refinement	achievement	0.0	1.0858861	1.0965205	0.42038542	0.9999987
feat	achievement	0.0	1.0858861	1.0881232	0.38537717	0.9999937
inherent	achievement	0.0	1.0858861	1.099012	0.40129218	0.9999927
gracious	acknowledgment	0.0	1.319659	1.1428703	0.24187724	0.11536964
deference	acknowledgment	0.0	1.319659	1.1459157	0.34951645	0.7382343
emphatic	acknowledgment	0.0	1.319659	1.0912519	0.35670942	0.11536964
acknowledgment	acknowledgment	0.0	1.319659	0.0	0.6309151	0.6716845
acceptance	acknowledgment	0.0	1.319659	1.1191038	0.36383402	0.43161124
applause	acknowledgment	0.0	1.319659	1.1447082	0.22386403	0.9681454
delivering	acknowledgment	0.0	1.319659	1.1461949	0.30402577	0.11536964
acquiescence	acknowledgment	0.0	1.319659	1.1502056	0.36379978	0.4209371
assent	acknowledgment	0.0	1.319659	1.1514342	0.35200006	0.29390714
attentions	acknowledgment	0.0	1.319659	1.1505022	0.30464822	0.11536964
acquaintances	acquaintance	0.0	1.2395983	1.1475368	0.32270423	0.0034219853
attachment	acquaintance	0.0	1.2395983	1.1264542	0.38536558	0.5202682
acquaintance	acquaintance	0.0	1.2395983	0.0	0.7847605	0.0009780648
intimate	acquaintance	0.0	1.2395983	1.0281178	0.47617623	0.99983907
introduced	acquaintance	0.0	1.2395983	1.1313654	0.3545986	0.0034219853
friends	acquaintance	0.0	1.2395983	1.1095595	0.3121645	0.0034219853
intercourse	acquaintance	0.0	1.2395983	1.1484672	0.38644427	0.8885408
intimacy	acquaintance	0.0	1.2395983	1.0577236	0.46244404	0.11889711
friendship	acquaintance	0.0	1.2395983	1.0991518	0.3867191	2.109401e-05
relations	acquaintance	0.0	1.2395983	1.1179343	0.35404527	0.997837
rushworth	acquiescence	0.0	1.0002165	1.0730733	0.36381546	0.9037393
mien	acquiescence	0.0	1.0002165	0.9792113	0.45947164	0.99999034
bumble	acquiescence	0.0	1.0002165	1.0603719	0.4304506	0.9037393
emphatic	acquiescence	0.0	1.0002165	1.0484741	0.4654457	0.9037393
acquiescence	acquiescence	0.0	1.0002165	0.0	0.8659629	0.7981986
hubert	acquiescence	0.0	1.0002165	1.0630108	0.426421	0.9037393
chad	acquiescence	0.0	1.0002165	1.062094	0.4036168	0.02597678
strether	acquiescence	0.0	1.0002165	1.0274869	0.43226552	0.9037393
signified	acquiescence	0.0	1.0002165	1.0554161	0.484753	0.99997663
tons	acre	0.0	0.0	1.1473224	0.34182563	0.022992361
pounds	acre	0.0	0.0	1.135021	0.35586372	0.009105364
dollars	acre	0.0	0.0	1.1244473	0.3678091	0.009105364
acres	acre	0.0	0.0	1.1038485	0.3907592	0.16435225
bucks	acre	0.0	0.0	1.1220213	0.3705341	0.009105364
hundred	acre	0.0	0.0	1.1558316	0.3320267	0.0072427336
acre	acre	0.0	0.0	0.0	0.99999994	0.00010882021
fifty	acre	0.0	0.0	1.1462234	0.34308589	0.021232836
diameter	acre	0.0	0.0	1.1479167	0.3411437	0.007963321
51	acre	0.0	0.0	1.1495392	0.33927974	0.009105364
acting	act	0.0	1.4529328	1.0563976	0.2437719	0.0014448748
acted	act	0.0	1.4529328	1.0953265	0.13634399	0.00011210442
criminal	act	0.0	1.4529328	1.1832571	0.12631701	2.4357816e-05
capable	act	0.0	1.4529328	1.1800737	0.17867015	0.00011210442
performed	act	0.0	1.4529328	1.1810967	0.11291252	0.00011210442
deed	act	0.0	1.4529328	1.1741726	0.10840783	2.1859665e-05
act	act	0.0	1.4529328	0.0	0.4408082	3.9752864e-05
drama	act	0.0	1.4529328	1.1730746	0.1744858	4.550266e-05
parliament	act	0.0	1.4529328	1.1827482	0.115426004	9.717672e-05
acts	act	0.0	1.4529328	1.0559552	0.21438023	0.00028282087
acting	acting	0.0	1.295636	0.0	0.7617952	0.99838805
advice	acting	0.0	1.295636	1.1913804	0.25380868	1.1704408e-05
initiative	acting	0.0	1.295636	1.1582032	0.3072643	0.13123271
behaving	acting	0.0	1.295636	1.1882244	0.25797042	0.011486483
accordance	acting	0.0	1.295636	1.172568	0.28692168	0.32922518
act	acting	0.0	1.295636	1.0563976	0.4333558	0.9964265
fool	acting	0.0	1.295636	1.1871436	0.20367381	0.99123454
interests	acting	0.0	1.295636	1.1881505	0.27365667	0.011486483
acted	acting	0.0	1.295636	0.956189	0.43131706	0.011486483
defense	acting	0.0	1.295636	1.1819999	0.1670238	0.00898522
plan	action	0.0	1.16571	1.1515726	0.25068823	0.56714296
functions	action	0.0	1.16571	1.1663069	0.3965155	0.009094014
disgraceful	action	0.0	1.16571	1.1540282	0.2685999	0.009094014
deed	action	0.0	1.16571	1.1614321	0.25347692	0.00016377377
action	action	0.0	1.16571	0.0	0.8125761	0.67634153
decisive	action	0.0	1.16571	1.1394509	0.27249643	0.009094014
assault	action	0.0	1.16571	1.1422951	0.31092337	0.0004753742
development	action	0.0	1.16571	1.1537632	0.37705487	0.24069645
process	action	0.0	1.16571	1.1712625	0.24748783	0.7910867
vigour	activity	0.0	1.16571	1.1103213	0.31110132	0.015013268
vivacity	activity	0.0	1.16571	1.0997288	0.31606358	0.00087600714
agility	activity	0.0	1.16571	1.1268257	0.29043928	0.001020548
unwonted	activity	0.0	1.16571	1.0930854	0.3788639	0.00087600714
bustle	activity	0.0	1.16571	1.1300159	0.2990137	0.0032120843
activity	activity	0.0	1.16571	0.0	0.8125762	0.016916316
vitality	activity	0.0	1.16571	1.1164122	0.33593285	7.881485e-05
faculties	activity	0.0	1.16571	1.1253784	0.40389347	0.00087600714
flurry	activity	0.0	1.16571	1.1324006	0.3131929	0.0004537853
energy	activity	0.0	1.16571	1.1089846	0.3833126	0.000103051505
teacher	actor	0.0	1.310968	1.1620686	0.34255457	0.001032928
poet	actor	0.0	1.310968	1.1725166	0.37512645	3.063607e-05
actress	actor	0.0	1.310968	0.99338186	0.4033523	0.00017539084
scientist	actor	0.0	1.310968	1.1307814	0.41074967	9.867127e-05
journalist	actor	0.0	1.310968	1.1440573	0.45751506	0.17752728
drama	actor	0.0	1.310968	1.1512175	0.24047987	0.3350606
played	actor	0.0	1.310968	1.1674982	0.34938762	0.0027245097
role	actor	0.0	1.310968	1.1383687	0.306251	0.98982203
actor	actor	0.0	1.310968	0.0	0.6898212	0.96172845
artist	actor	0.0	1.310968	1.0932738	0.3686156	2.4101606e-05
singer	actress	0.0	0.0	1.1507989	0.33783096	5.721208e-07
actress	actress	0.0	0.0	0.0	1.0	1.6483924e-06
poet	actress	0.0	0.0	1.1572553	0.3303801	6.0803694e-07
scientist	actress	0.0	0.0	1.1326466	0.35855582	9.486589e-07
journalist	actress	0.0	0.0	1.1535149	0.33470172	1.5199539e-06
dancer	actress	0.0	0.0	1.1491675	0.33970702	1.0279757e-06
role	actress	0.0	0.0	1.1410013	0.34905794	9.375285e-06
actor	actress	0.0	0.0	0.99338186	0.50659627	5.1738816e-06
talent	actress	0.0	0.0	1.1526123	0.33574247	0.00020073737
artist	actress	0.0	0.0	1.1510841	0.3375027	7.0003045e-07
letter	address	0.0	0.0	1.1751235	0.30954242	1.4230529e-05
passport	address	0.0	0.0	1.0731006	0.42422765	0.000585312
envelope	address	0.0	0.0	1.1456556	0.34373665	5.8717764e-05
message	address	0.0	0.0	1.1340756	0.35693628	0.0004606595
information	address	0.0	0.0	1.1554931	0.33241782	4.28466e-05
wrote	address	0.0	0.0	1.1610116	0.32602605	0.00024606998
permission	address	0.0	0.0	1.1341307	0.35687384	1.692522e-05
address	address	0.0	0.0	0.0	1.0000001	1.5773835e-06
name	address	0.0	0.0	1.0961094	0.39927217	8.764182e-06
addressed	address	0.0	0.0	1.1653129	0.32102293	0.00024606998
betsey	adieu	0.0	1.06426	1.0684422	0.36162773	0.08738139
adieu	adieu	0.0	1.06426	0.0	0.84666264	0.9999548
athos	adieu	0.0	1.06426	1.1187086	0.35163018	7.861899e-05
kay	adieu	0.0	1.06426	1.1192873	0.37782398	0.08738139
bid	adieu	0.0	1.06426	1.0678377	0.4940308	0.6225803
bidden	adieu	0.0	1.06426	1.1083657	0.40368986	0.08738139
bidding	adieu	0.0	1.06426	1.0871143	0.44428924	0.99999964
bade	adieu	0.0	1.06426	1.0065241	0.5586977	0.08738139
farewell	adieu	0.0	1.06426	0.96409786	0.61452025	0.00014124169
jurisdiction	administration	0.0	1.4170656	1.0808035	0.4532481	2.3361748e-05
department	administration	0.0	1.4170656	1.0820901	0.38622302	0.03465792
commissioners	administration	0.0	1.4170656	1.1038557	0.43197793	0.00157084
maintenance	administration	0.0	1.4170656	1.1068686	0.509888	0.28902823
federal	administration	0.0	1.4170656	1.1006514	0.4330041	0.00157084
administration	administration	0.0	1.4170656	0.0	0.68148696	0.9981178
ministry	administration	0.0	1.4170656	1.0624132	0.4078269	3.4249635e-05
executive	administration	0.0	1.4170656	1.0606234	0.47278136	3.0217216e-05
government	administration	0.0	1.4170656	1.0307239	0.45680538	0.0049633565
leon	admiral	0.0	0.0	1.1762716	0.30819255	8.1581115e-05
officer	admiral	0.0	0.0	1.134036	0.35698128	0.38817483
webb	admiral	0.0	0.0	1.1808735	0.30276892	8.031678e-05
consul	admiral	0.0	0.0	1.1683935	0.31742832	1.070684e-05
admiral	admiral	0.0	0.0	0.0	1.0000001	0.079424635
captain	admiral	0.0	0.0	1.1475624	0.34155035	0.015277045
fleet	admiral	0.0	0.0	1.1461196	0.34320492	6.3820826e-06
moore	admiral	0.0	0.0	1.1631113	0.32358608	1.4535113e-06
nelson	admiral	0.0	0.0	1.1709751	0.31440872	0.00013973877
vere	admiral	0.0	0.0	1.1820778	0.30134612	0.011159483
awe	admiration	0.0	0.0	1.0798876	0.4169214	0.8034955
astonishment	admiration	0.0	0.0	1.0479326	0.45091859	0.0001100343
admiration	admiration	0.0	0.0	0.0	1.0	0.47158232
amazement	admiration	0.0	0.0	1.0801737	0.41661227	0.96791583
respect	admiration	0.0	0.0	1.0904034	0.4055101	0.28710434
gratitude	admiration	0.0	0.0	1.0925374	0.4031811	0.0006005748
sympathy	admiration	0.0	0.0	1.0383745	0.4608892	0.0004792673
affection	admiration	0.0	0.0	1.0071272	0.49284735	0.21713461
compassion	admiration	0.0	0.0	1.059101	0.43915248	0.00077702827
contempt	admiration	0.0	0.0	1.0818471	0.4148035	0.84549415
betrothed	admirer	0.0	1.2248305	1.1348109	0.36284477	7.722214e-05
named	admirer	0.0	1.2248305	1.1693267	0.2950718	0.03248136
rushworth	admirer	0.0	1.2248305	1.1407198	0.29858926	0.03248136
devoted	admirer	0.0	1.2248305	1.1657903	0.3138642	0.03248136
colleague	admirer	0.0	1.2248305	1.1604077	0.33417544	0.01928146
admirer	admirer	0.0	1.2248305	0.0	0.7905363	0.99977857
elliot	admirer	0.0	1.2248305	1.1376193	0.27916366	0.03248136
cousin	admirer	0.0	1.2248305	1.1500932	0.27472034	6.0391158e-06
loyal	admirer	0.0	1.2248305	1.1546048	0.30710036	0.03248136
suitor	admirer	0.0	1.2248305	1.1572862	0.31675154	0.00021427496
obtained	admission	0.0	1.2027873	1.1409397	0.41321477	0.059495464
laboratory	admission	0.0	1.2027873	1.1994864	0.27574334	0.30481526
receiving	admission	0.0	1.2027873	1.2133565	0.20262277	0.059495464
concession	admission	0.0	1.2027873	1.2122266	0.27286053	0.004414309
admission	admission	0.0	1.2027873	0.0	0.79895294	0.9998049
hypothesis	admission	0.0	1.2027873	1.2049556	0.24384764	0.9994228
obtaining	admission	0.0	1.2027873	1.1727227	0.36219567	0.059495464
pecuniary	admission	0.0	1.2027873	1.1754246	0.29346693	0.059495464
presentation	admission	0.0	1.2027873	1.2064863	0.2578013	0.99806374
ado	ado	0.0	1.4176513	0.0	0.47367632	0.99998784
