candidate	cluster_center	min_distance	max_distance	candi_distance	cos	synscore
mare	horse	0.0	0.0	1.0276442	0.4719738	9.239469e-05
reined	horse	0.0	0.0	0.8996372	0.5953264	0.023626905
horse	horse	0.0	0.0	0.0	1.0	0.00054693007
mule	horse	0.0	0.0	0.9628535	0.5364565	0.010059593
pony	horse	0.0	0.0	1.0286435	0.47094634	0.0006324521
spurred	horse	0.0	0.0	1.0192536	0.48056108	0.023626905
saddled	horse	0.0	0.0	0.9878027	0.512123	0.023626905
horses	horse	0.0	0.0	0.91782904	0.5787949	0.023626905
cart	horse	0.0	0.0	1.0426693	0.45642042	0.00720171
afoot	horseback	0.0	0.0	1.1318406	0.35946843	0.83833224
riding	horseback	0.0	0.0	1.0764638	0.4206128	0.99874145
ride	horseback	0.0	0.0	1.1617671	0.32514852	0.95985293
rode	horseback	0.0	0.0	1.0416263	0.45750725	0.83833224
mounted	horseback	0.0	0.0	1.1198481	0.37297	0.83833224
hackney	horseback	0.0	0.0	1.1581639	0.32932815	0.005556693
horseback	horseback	0.0	0.0	0.0	1.0	0.9774007
accompanied	horseback	0.0	0.0	1.1559201	0.3319243	0.83833224
saddled	horseback	0.0	0.0	1.1085877	0.38551655	0.83833224
rides	horseback	0.0	0.0	1.042415	0.45668545	0.83833224
straggling	horseman	0.0	0.0	1.1486226	0.34033296	0.31681016
burly	horseman	0.0	0.0	1.190679	0.29114184	0.31681016
galloping	horseman	0.0	0.0	1.1320008	0.35928702	0.31681016
nearing	horseman	0.0	0.0	1.1839262	0.29915932	0.31681016
alighted	horseman	0.0	0.0	1.1867816	0.29577458	0.31681016
descried	horseman	0.0	0.0	1.1745663	0.310197	0.31681016
sandy	horseman	0.0	0.0	1.1837722	0.29934168	0.31681016
horseman	horseman	0.0	0.0	0.0	1.0	0.44687647
fringed	horseman	0.0	0.0	1.1904396	0.29142675	0.31681016
straightway	horseman	0.0	0.0	1.1627215	0.32403943	0.31681016
nurse	hospital	0.0	1.0	1.1593711	0.32792926	0.67398643
plumstead	hospital	0.0	1.0	1.1577588	0.32979724	0.025245909
office	hospital	0.0	1.0	1.1614326	0.3255371	0.9990626
ambulance	hospital	0.0	1.0	1.1361692	0.35455978	0.0012904118
warden	hospital	0.0	1.0	1.1652942	0.32104477	0.0005835877
phoned	hospital	0.0	1.0	1.1484872	0.3404886	0.025245909
hospital	hospital	0.0	1.0	0.0	1.0	0.27624035
attendance	hospital	0.0	1.0	1.1546532	0.33338797	0.45342034
school	hospital	0.0	1.0	1.1642039	0.32231468	0.007667315
convent	hospital	0.0	1.0	1.1684369	0.31737754	0.000235093
hospitality	hospitality	0.0	0.0	0.0	1.0	0.016304543
kindness	hospitality	0.0	0.0	1.0419275	0.45719355	0.14952798
offer	hospitality	0.0	0.0	1.1273617	0.36452788	0.9514366
politeness	hospitality	0.0	0.0	1.1223536	0.37016124	0.012719073
thanking	hospitality	0.0	0.0	1.1255153	0.3666076	0.22272874
friendship	hospitality	0.0	0.0	1.1357833	0.35499814	0.030078363
courtesy	hospitality	0.0	0.0	1.0970259	0.39826712	0.00086209417
generosity	hospitality	0.0	0.0	1.08891	0.40713757	0.58598363
favours	hospitality	0.0	0.0	1.1346204	0.35631832	0.22272874
forbearance	hospitality	0.0	0.0	1.1177481	0.37531948	0.9993261
attendants	host	0.0	0.99999994	1.2123404	0.26511547	0.47912908
host	host	0.0	0.99999994	0.0	0.99999994	0.99635977
surveyed	host	0.0	0.99999994	1.2056577	0.2731947	0.47912908
elves	host	0.0	0.99999994	1.2117449	0.26583707	0.99999666
maidens	host	0.0	0.99999994	1.2058713	0.2729372	0.47912908
valiant	host	0.0	0.99999994	1.2084093	0.2698735	0.47912908
companions	host	0.0	0.99999994	1.2109545	0.2667946	0.47912908
ally	host	0.0	0.99999994	1.1984413	0.28186926	0.99952877
guest	host	0.0	0.99999994	1.2123317	0.26512608	0.12396025
hostess	host	0.0	0.99999994	1.0887623	0.4072984	0.0116236275
flora	hostess	0.0	1.0	1.1657753	0.32048395	0.9632158
adieu	hostess	0.0	1.0	1.1578159	0.32973114	0.99755645
host	hostess	0.0	1.0	1.0887623	0.4072984	0.96867216
countess	hostess	0.0	1.0	1.1609137	0.32613966	0.83522505
drily	hostess	0.0	1.0	1.1712444	0.31409323	0.83522505
resumed	hostess	0.0	1.0	1.1680759	0.31779933	0.83522505
amiable	hostess	0.0	1.0	1.1688249	0.3169242	0.83522505
hostess	hostess	0.0	1.0	0.0	1.0	0.985954
wilfer	hostess	0.0	1.0	1.1603839	0.32675457	0.83522505
lavinia	hostess	0.0	1.0	1.1646254	0.32182387	0.83522505
repugnance	hostility	0.0	0.0	1.1228087	0.3696504	0.042957354
malice	hostility	0.0	0.0	1.1342158	0.35677728	0.20653588
hostility	hostility	0.0	0.0	0.0	1.0	0.0026895609
repulsive	hostility	0.0	0.0	1.1200688	0.37272292	0.008947316
abhorrence	hostility	0.0	0.0	1.1339861	0.35703775	0.004614077
hatred	hostility	0.0	0.0	1.1367408	0.35391018	0.8266785
resentment	hostility	0.0	0.0	1.1253756	0.36676493	0.016322011
constraint	hostility	0.0	0.0	1.1257601	0.36633208	1.8382598e-05
outraged	hostility	0.0	0.0	1.1389838	0.35135797	0.008947316
mistrust	hostility	0.0	0.0	1.1012781	0.39359322	0.022085845
cafe	hotel	0.0	0.0	1.0239729	0.4757399	2.001343e-05
dining	hotel	0.0	0.0	1.0766182	0.4204467	3.8128877e-05
airport	hotel	0.0	0.0	1.0775307	0.41946375	3.698765e-05
lobby	hotel	0.0	0.0	1.0527925	0.44581392	4.522088e-06
apartment	hotel	0.0	0.0	1.0566543	0.4417408	0.00010369724
suite	hotel	0.0	0.0	1.075857	0.4212657	5.6916742e-05
palace	hotel	0.0	0.0	1.0813396	0.41535228	0.0017641094
restaurant	hotel	0.0	0.0	0.9245647	0.57259005	1.2594283e-05
hotel	hotel	0.0	0.0	0.0	1.0	2.0654355e-05
room	hotel	0.0	0.0	1.0865655	0.40968776	8.4418454e-05
beast	hound	0.0	1.3849361	1.1491318	0.34102955	0.9999995
ram	hound	0.0	1.3849361	1.173921	0.35796666	0.043512173
serpent	hound	0.0	1.3849361	1.1368628	0.28385958	0.9999931
hounds	hound	0.0	1.3849361	1.1506782	0.34699976	0.64752436
bull	hound	0.0	1.3849361	1.1800507	0.40146297	0.59356636
hound	hound	0.0	1.3849361	0.0	0.69261533	0.79320276
boar	hound	0.0	1.3849361	1.1188902	0.4026187	0.00031397995
lion	hound	0.0	1.3849361	1.166771	0.39702627	0.5752368
gal	hound	0.0	1.3849361	1.1788322	0.19267131	0.30205896
half	hour	0.0	0.0	1.0211235	0.47865328	0.00040016187
afternoon	hour	0.0	0.0	1.0545814	0.44392908	0.00010972349
mile	hour	0.0	0.0	1.0818897	0.4147573	0.0060859732
quarter	hour	0.0	0.0	0.9902853	0.5096676	0.013626801
minutes	hour	0.0	0.0	0.90600544	0.5895771	0.22795354
hours	hour	0.0	0.0	0.87248975	0.61938083	0.679397
later	hour	0.0	0.0	1.0125442	0.48737723	0.003310644
hour	hour	0.0	0.0	0.0	0.99999994	0.032360528
minute	hour	0.0	0.0	1.0714483	0.42599928	0.009428075
ten	hour	0.0	0.0	1.0740967	0.4231582	0.0010809978
garden	house	0.0	1.4488813	1.089567	0.22292143	6.48969e-05
farmhouse	house	0.0	1.4488813	1.0582595	0.38505015	1.3952438e-05
farm	house	0.0	1.4488813	1.0389858	0.35299957	0.00020950781
apartment	house	0.0	1.4488813	1.0530216	0.39130956	0.88027906
cottage	house	0.0	1.4488813	1.0470945	0.3939958	0.0059064953
house	house	0.0	1.4488813	0.0	0.6227433	0.6530234
manor	house	0.0	1.4488813	1.0767808	0.37029782	2.2578022e-06
commons	house	0.0	1.4488813	1.0815204	0.33820456	0.9995789
castle	house	0.0	1.4488813	1.0850297	0.39622983	0.20622727
domestic	household	0.0	1.351065	1.0989755	0.31385794	0.99996424
servants	household	0.0	1.351065	1.1249446	0.3923382	0.99989486
necessaries	household	0.0	1.351065	1.1462278	0.21222264	0.99989486
duties	household	0.0	1.351065	1.0953099	0.2669082	0.99989486
furniture	household	0.0	1.351065	1.152866	0.30581328	0.99909306
goods	household	0.0	1.351065	1.1408205	0.23127338	0.99989486
belongings	household	0.0	1.351065	1.1432629	0.2829181	0.9999964
household	household	0.0	1.351065	0.0	0.59918475	0.9999994
tasks	household	0.0	1.351065	1.1690937	0.11308864	0.99989486
maid	housekeeper	0.0	0.0	1.0687156	0.42892352	0.023405116
halcombe	housekeeper	0.0	0.0	1.1598493	0.32737488	0.028631674
niece	housekeeper	0.0	0.0	1.0725464	0.42482215	6.053162e-06
housemaid	housekeeper	0.0	0.0	1.1551929	0.3327647	0.9663588
servant	housekeeper	0.0	0.0	1.1381141	0.35234824	0.025054153
housekeeper	housekeeper	0.0	0.0	0.0	1.0	0.5553707
smike	housekeeper	0.0	0.0	1.1362083	0.3545154	0.028631674
wold	housekeeper	0.0	0.0	1.0807377	0.41600305	6.3614985e-05
matilda	housekeeper	0.0	0.0	1.1491717	0.3397022	0.028631674
unwelcome	housekeeper	0.0	0.0	1.1605583	0.32655218	0.028631674
howl	howl	0.0	0.0	0.0	1.0	0.9986085
growl	howl	0.0	0.0	1.1164976	0.37671652	0.9997998
shrill	howl	0.0	0.0	1.1214157	0.3712134	0.8876948
scream	howl	0.0	0.0	1.0859928	0.41030988	0.9999958
whoop	howl	0.0	0.0	1.0194496	0.4803613	0.33360922
cry	howl	0.0	0.0	1.0616282	0.43647283	0.9853639
shriek	howl	0.0	0.0	1.0548218	0.44367543	0.99989116
whine	howl	0.0	0.0	1.0340166	0.46540484	0.9980819
yells	howl	0.0	0.0	1.0984068	0.39675125	0.8876948
yell	howl	0.0	0.0	1.0543524	0.4441706	0.99961483
sawyer	huck	0.0	0.0	1.0462136	0.45271862	3.4095765e-06
matt	huck	0.0	0.0	1.1864241	0.29619893	0.00660445
sid	huck	0.0	0.0	1.1995397	0.28055236	3.077854e-05
joe	huck	0.0	0.0	1.1754161	0.3091985	3.077854e-05
dey	huck	0.0	0.0	1.1946504	0.28640518	3.077854e-05
huck	huck	0.0	0.0	0.0	1.0000001	6.2083467e-07
ole	huck	0.0	0.0	1.1797562	0.3040877	3.077854e-05
tom	huck	0.0	0.0	1.1223959	0.37011382	1.2474067e-05
smike	huck	0.0	0.0	1.208651	0.2695814	3.077854e-05
finn	huck	0.0	0.0	1.0362889	0.4630527	3.077854e-05
hue	hue	0.0	0.0	0.0	1.0	0.9999981
colour	hue	0.0	0.0	1.0909575	0.40490586	0.99999976
tint	hue	0.0	0.0	0.96878797	0.5307249	0.99999917
hues	hue	0.0	0.0	1.0420144	0.45710304	0.99990714
tan	hue	0.0	0.0	1.0898271	0.40613848	0.99999607
streaks	hue	0.0	0.0	1.0903064	0.40561602	0.99990714
lustre	hue	0.0	0.0	1.1084994	0.38561454	0.9999968
complexion	hue	0.0	0.0	1.0433013	0.45576116	0.45952344
reddish	hue	0.0	0.0	1.0411658	0.4579869	0.99990714
garb	hue	0.0	0.0	1.0826815	0.41390038	0.99999964
u	hull	0.0	0.0	1.1284117	0.3633436	0.00010890534
hull	hull	0.0	0.0	0.0	1.0	0.004095191
anchored	hull	0.0	0.0	1.1060908	0.38828164	0.019288583
sail	hull	0.0	0.0	1.1424555	0.34739786	0.08501275
vessel	hull	0.0	0.0	1.078357	0.41857314	2.2825863e-05
windward	hull	0.0	0.0	1.1165383	0.37667114	0.00011189571
sails	hull	0.0	0.0	1.1253502	0.36679345	0.019288583
volcano	hull	0.0	0.0	1.123334	0.36906037	0.034641284
ship	hull	0.0	0.0	1.0314105	0.4680962	3.8160637e-05
starboard	hull	0.0	0.0	1.132694	0.3585021	0.0005189377
race	human	0.0	1.3435133	1.0514864	0.40168476	0.9999759
nature	human	0.0	1.3435133	1.0092087	0.3352751	0.0046709916
beings	human	0.0	1.3435133	0.8882384	0.45420018	0.9999734
sexual	human	0.0	1.3435133	1.0708663	0.31949502	0.9999734
humanity	human	0.0	1.3435133	1.0686716	0.32222843	0.99999976
weaknesses	human	0.0	1.3435133	1.0932666	0.26155207	0.9999734
mankind	human	0.0	1.3435133	1.0832262	0.30950546	0.9999994
inherent	human	0.0	1.3435133	1.0410244	0.27455688	0.9999734
human	human	0.0	1.3435133	0.0	0.74077183	0.99999976
workings	human	0.0	1.3435133	1.091341	0.3085004	0.9999982
criminals	humanity	0.0	1.379547	1.1357982	0.29187652	0.9999589
human	humanity	0.0	1.379547	1.0686716	0.46331784	0.99999976
degradation	humanity	0.0	1.379547	1.1081929	0.31123632	0.99995625
decency	humanity	0.0	1.379547	1.1172823	0.2521832	0.9954744
humanity	humanity	0.0	1.379547	0.0	0.7453625	0.99999964
weaknesses	humanity	0.0	1.379547	1.122285	0.40762904	0.9999589
common	humanity	0.0	1.379547	1.1075617	0.3875183	0.9999995
wretchedness	humanity	0.0	1.379547	1.1369336	0.29565123	0.9999964
inherent	humanity	0.0	1.379547	1.1354406	0.29006952	0.9999589
mortification	humiliation	0.0	0.99999994	1.097542	0.3977007	0.28208882
cowardice	humiliation	0.0	0.99999994	1.0689795	0.42864147	0.0032845219
anguish	humiliation	0.0	0.99999994	1.0948437	0.4006586	0.007258365
degradation	humiliation	0.0	0.99999994	1.0875498	0.4086177	0.00071558903
shame	humiliation	0.0	0.99999994	1.0499684	0.44878325	0.0014730779
pangs	humiliation	0.0	0.99999994	1.0699321	0.4276226	0.023658456
oppression	humiliation	0.0	0.99999994	1.1342587	0.35672858	2.1861875e-05
reproaches	humiliation	0.0	0.99999994	1.1294888	0.36212754	0.023658456
humiliation	humiliation	0.0	0.99999994	0.0	0.99999994	0.00065114995
twinge	humiliation	0.0	0.99999994	1.1144351	0.37901726	0.008452894
pathos	humility	0.0	0.0	1.1104871	0.38340923	0.0019617837
modesty	humility	0.0	0.0	1.0561082	0.4423177	3.3143137e-06
generosity	humility	0.0	0.0	1.1022695	0.39250094	0.0069031157
sincerity	humility	0.0	0.0	1.1182698	0.37473646	0.03862159
tenderness	humility	0.0	0.0	1.1141357	0.37935078	0.015222187
humility	humility	0.0	0.0	0.0	1.0	3.0298155e-05
denial	humility	0.0	0.0	1.0639285	0.43402815	0.0013633182
affectation	humility	0.0	0.0	1.0845706	0.41185322	0.0005044559
devotion	humility	0.0	0.0	1.0958482	0.39955825	0.0003710915
forbearance	humility	0.0	0.0	1.0979903	0.39720863	0.797555
pathos	humor	0.0	1.1335336	1.0915314	0.4695507	0.99999964
sense	humor	0.0	1.1335336	1.0895258	0.4201872	0.9999945
developed	humor	0.0	1.1335336	1.135444	0.36096624	0.999974
temper	humor	0.0	1.1335336	1.1215546	0.40676606	0.9999894
irony	humor	0.0	1.1335336	1.1352181	0.32260495	0.9999976
humor	humor	0.0	1.1335336	0.0	0.810064	0.99999964
refinement	humor	0.0	1.1335336	1.1103698	0.43477923	0.9999919
pathos	humour	0.0	1.1443722	1.0657165	0.43785316	0.9999981
mirth	humour	0.0	1.1443722	1.1240666	0.3254673	0.9999988
wit	humour	0.0	1.1443722	1.072051	0.32120803	0.99973696
cheerfulness	humour	0.0	1.1443722	1.1174216	0.38268894	0.9999844
refinement	humour	0.0	1.1443722	1.096831	0.38459766	0.9584793
taste	humour	0.0	1.1443722	1.0970111	0.3739976	0.0064252405
humour	humour	0.0	1.1443722	0.0	0.7885656	0.9999647
vivacity	humour	0.0	1.1443722	1.1128361	0.43098775	0.9727897
camel	hump	0.0	1.28529	1.1676899	0.28318715	0.018261073
smeared	hump	0.0	1.28529	1.1558244	0.3624402	0.99998
beak	hump	0.0	1.28529	1.143157	0.3572151	0.99999833
larsen	hump	0.0	1.28529	1.1767315	0.19647874	0.99998
windward	hump	0.0	1.28529	1.1374353	0.29939666	0.97782236
bubble	hump	0.0	1.28529	1.1635708	0.38664064	0.52064866
flakes	hump	0.0	1.28529	1.1858718	0.35130054	0.99998
backed	hump	0.0	1.28529	1.1550422	0.26960948	0.99998
hump	hump	0.0	1.28529	0.0	0.68956155	0.99999976
whale	hump	0.0	1.28529	1.1774544	0.24774906	0.999995
thinkin	hunch	0.0	1.3519764	1.2169892	0.13253635	0.9999796
nasty	hunch	0.0	1.3519764	1.2246679	0.18827477	0.9999796
guess	hunch	0.0	1.3519764	1.2232499	0.18761426	0.9999968
hunch	hunch	0.0	1.3519764	0.0	0.7369124	1.0
daresay	hunch	0.0	1.3519764	1.1940883	0.23114404	0.9999796
got	hunch	0.0	1.3519764	1.2200404	0.12970078	0.9999796
hunger	hunger	0.0	0.88190746	0.0	0.89752984	0.00019040842
suffering	hunger	0.0	0.88190746	1.1108342	0.41149467	0.00013279796
starvation	hunger	0.0	0.88190746	1.0873159	0.39775136	0.00040202413
weariness	hunger	0.0	0.88190746	1.0870373	0.40522745	0.6294589
gnawing	hunger	0.0	0.88190746	1.0593756	0.42128065	0.0015563989
fatigue	hunger	0.0	0.88190746	1.0844748	0.39135757	0.00028283516
pangs	hunger	0.0	0.88190746	0.9644578	0.5931508	0.0015563989
pain	hunger	0.0	0.88190746	1.1199728	0.34887558	0.031418875
sickness	hunger	0.0	0.88190746	1.0726992	0.40415895	0.9893856
hart	hunt	0.0	0.0	1.1555883	0.332308	0.49785998
jungle	hunt	0.0	0.0	1.1541111	0.33401376	0.2240227
hunting	hunt	0.0	0.0	1.1257569	0.3663357	0.15536186
boar	hunt	0.0	0.0	1.143449	0.34626225	0.0014403393
shoot	hunt	0.0	0.0	1.1796514	0.30421126	0.0005711273
wolf	hunt	0.0	0.0	1.1661924	0.3199976	0.00021937134
dogs	hunt	0.0	0.0	1.1644567	0.32202032	0.15536186
hunt	hunt	0.0	0.0	0.0	1.0	0.8541057
hunted	hunt	0.0	0.0	1.175145	0.30951712	0.15536186
chase	hunt	0.0	0.0	1.1585385	0.32889426	0.05125311
squirrel	hunter	0.0	0.0	1.1816933	0.3018005	2.05355e-06
scout	hunter	0.0	0.0	1.134535	0.35641518	0.080442525
hunter	hunter	0.0	0.0	0.0	1.0	0.0002191207
sagacious	hunter	0.0	0.0	1.1665337	0.31959948	0.0009073962
hurons	hunter	0.0	0.0	1.1817735	0.3017056	0.0009073962
boar	hunter	0.0	0.0	1.148088	0.34094706	3.086356e-06
trapper	hunter	0.0	0.0	1.1628195	0.32392544	2.2041579e-05
warrior	hunter	0.0	0.0	1.1444753	0.34508806	0.0005299149
wolf	hunter	0.0	0.0	1.1640102	0.32254022	0.2662485
squirrel	hunter	0.0	0.0	1.1816933	0.3018005	2.05355e-06
sagacious	hunter	0.0	0.0	1.1665337	0.31959948	0.0009073962
boar	hunter	0.0	0.0	1.148088	0.34094706	3.086356e-06
hunter	hunter	0.0	0.0	0.0	1.0	0.0002191207
deerslayer	hunter	0.0	0.0	1.1826788	0.30063537	0.0009073962
trapper	hunter	0.0	0.0	1.1628195	0.32392544	2.2041579e-05
warrior	hunter	0.0	0.0	1.1444753	0.34508806	0.0005299149
scout	hunter	0.0	0.0	1.134535	0.35641518	0.080442525
hurons	hunter	0.0	0.0	1.1817735	0.3017056	0.0009073962
treacherous	hurons	0.0	0.0	1.1648756	0.3215325	0.29165244
delawares	hurons	0.0	0.0	1.1655874	0.3207031	0.29165244
savages	hurons	0.0	0.0	1.1615052	0.32545283	0.29165244
iroquois	hurons	0.0	0.0	1.1681589	0.31770235	0.29165244
cunning	hurons	0.0	0.0	1.1707965	0.31461775	0.88648975
scout	hurons	0.0	0.0	1.1031961	0.3914791	0.026707202
hurons	hurons	0.0	0.0	0.0	1.0000001	0.29165244
leader	hurons	0.0	0.0	1.1701684	0.31535292	0.000627828
heyward	hurons	0.0	0.0	1.1482022	0.34081587	0.9972114
huron	hurons	0.0	0.0	1.1319438	0.35935166	0.01816355
thundering	hurricane	0.0	0.0	1.1311007	0.36030576	0.0002462291
tempest	hurricane	0.0	0.0	1.1353619	0.35547668	0.10584544
hurricane	hurricane	0.0	0.0	0.0	1.0000001	2.1877695e-06
abated	hurricane	0.0	0.0	1.1021302	0.39265454	0.0002462291
storm	hurricane	0.0	0.0	1.1124836	0.3811901	0.00046159263
gale	hurricane	0.0	0.0	1.1402364	0.34993044	2.3714485e-05
gusts	hurricane	0.0	0.0	1.0964965	0.3988477	0.0002462291
windward	hurricane	0.0	0.0	1.1515183	0.33700278	9.193832e-07
blast	hurricane	0.0	0.0	1.1475853	0.3415241	0.9955603
velocity	hurricane	0.0	0.0	1.1110831	0.3827472	0.3215603
urging	hurry	0.0	1.240657	1.191249	0.25936282	0.99999964
hurry	hurry	0.0	1.240657	0.0	0.7843422	0.99999666
get	hurry	0.0	1.240657	1.1736828	0.32152146	0.0038571754
dressed	hurry	0.0	1.240657	1.2208478	0.15722899	0.9904703
agitation	hurry	0.0	1.240657	1.2150645	0.24409139	0.9995214
rid	hurry	0.0	1.240657	1.2153404	0.26040763	0.9904703
commotion	hurry	0.0	1.240657	1.2238322	0.2957434	0.999915
haste	hurry	0.0	1.240657	1.1318518	0.36892086	0.025360977
bustle	hurry	0.0	1.240657	1.1690832	0.33729723	0.79986745
need	hurry	0.0	1.240657	1.1765771	0.27808374	0.99993205
unfaithful	husband	0.0	0.0	0.9539123	0.5450257	0.00085816067
inlaw	husband	0.0	0.0	0.9446289	0.5538382	2.0223797e-06
wife	husband	0.0	0.0	0.8430829	0.6446057	1.6690905e-05
husband	husband	0.0	0.0	0.0	1.0000001	0.00022853087
father	husband	0.0	0.0	0.97161424	0.5279829	0.0020227376
daughter	husband	0.0	0.0	1.0006068	0.499393	0.7836377
sister	husband	0.0	0.0	0.9575302	0.54156804	0.0005872961
brother	husband	0.0	0.0	1.0185463	0.48128167	0.0034716686
mother	husband	0.0	0.0	1.003875	0.4961175	1.8823652e-06
parents	husband	0.0	0.0	1.0203846	0.47940764	0.00085816067
broke	hush	0.0	1.1060224	1.1786329	0.37020743	0.999534
wake	hush	0.0	1.1060224	1.1851807	0.27174655	0.9999919
silence	hush	0.0	1.1060224	1.1742473	0.49165505	0.6692634
dear	hush	0.0	1.1060224	1.1825026	0.1084654	0.999998
sh	hush	0.0	1.1060224	1.1333854	0.2431893	0.999534
oh	hush	0.0	1.1060224	1.1674993	0.14045711	0.999534
reigned	hush	0.0	1.1060224	1.1391667	0.50638837	0.999534
hush	hush	0.0	1.1060224	0.0	0.8331739	0.9999987
darling	hush	0.0	1.1060224	1.1863544	0.11748988	0.99999344
cave	hut	0.0	1.1498884	1.0678929	0.4487225	0.9909304
hut	hut	0.0	1.1498884	0.0	0.8181926	0.99999595
cottage	hut	0.0	1.1498884	1.0291831	0.45044366	0.99996495
huts	hut	0.0	1.1498884	1.112805	0.3727777	0.99867094
cabin	hut	0.0	1.1498884	1.0353632	0.45104653	0.00054623897
farmhouse	hut	0.0	1.1498884	1.123347	0.3993841	0.0043413965
forest	hut	0.0	1.1498884	1.0832918	0.37522778	0.99982846
tent	hut	0.0	1.1498884	1.0826446	0.41472653	0.99946946
outskirts	hut	0.0	1.1498884	1.1044363	0.44330493	0.99999344
barn	hut	0.0	1.1498884	1.109777	0.39411098	0.02632992
sang	hymn	0.0	0.99999994	1.1115454	0.3822333	0.029245993
hymn	hymn	0.0	0.99999994	0.0	0.99999994	0.48403504
accompaniment	hymn	0.0	0.99999994	1.0930163	0.4026577	0.9736709
sings	hymn	0.0	0.99999994	1.1244423	0.3678147	0.006548465
chorus	hymn	0.0	0.99999994	1.0724779	0.42489552	0.16678035
sing	hymn	0.0	0.99999994	1.065396	0.43246567	0.006548465
sung	hymn	0.0	0.99999994	1.0402088	0.45898274	0.026923632
singing	hymn	0.0	0.99999994	1.0806396	0.41610897	0.008259985
song	hymn	0.0	0.99999994	1.0129352	0.48698124	0.046354413
verse	hymn	0.0	0.99999994	1.0896544	0.40632668	0.84624225
heartless	hypocrite	0.0	1.0	1.0676547	0.4300567	0.0047446345
coward	hypocrite	0.0	1.0	0.93861467	0.55950123	2.2947183e-06
bully	hypocrite	0.0	1.0	1.0943302	0.40122074	0.0071142036
villain	hypocrite	0.0	1.0	1.100456	0.39449832	0.00013365621
hypocrite	hypocrite	0.0	1.0	0.0	1.0	0.17464711
conceited	hypocrite	0.0	1.0	1.1186106	0.37435517	0.0047446345
cowardly	hypocrite	0.0	1.0	1.0799873	0.4168138	0.0047446345
liar	hypocrite	0.0	1.0	0.86323386	0.6274137	2.5550335e-06
scoundrel	hypocrite	0.0	1.0	1.0794662	0.4173764	0.4125226
fool	hypocrite	0.0	1.0	1.0682151	0.42945823	0.8739456
tyranny	hypothesis	0.0	1.3595461	1.1215023	0.30239984	0.95622456
conform	hypothesis	0.0	1.3595461	1.1291785	0.32114476	0.11001809
immortality	hypothesis	0.0	1.3595461	1.0735492	0.27613246	8.192728e-05
assisting	hypothesis	0.0	1.3595461	1.1306937	0.3135123	0.11001809
requirements	hypothesis	0.0	1.3595461	1.11139	0.3754255	0.11001809
doctrine	hypothesis	0.0	1.3595461	1.1235927	0.34730083	0.830447
theory	hypothesis	0.0	1.3595461	1.0848355	0.42364693	0.92954665
preposterous	hypothesis	0.0	1.3595461	1.1038415	0.4102788	0.11001809
hypothesis	hypothesis	0.0	1.3595461	0.0	0.62331307	0.98135304
illustration	hypothesis	0.0	1.3595461	1.1238272	0.24294622	0.9311342
pitcher	ice	0.0	1.2645768	1.1066339	0.5295676	0.9649364
flakes	ice	0.0	1.2645768	1.1093934	0.3382353	0.112712584
lumps	ice	0.0	1.2645768	1.0862358	0.40596592	0.112712584
crust	ice	0.0	1.2645768	1.0940363	0.3860285	0.9997696
cream	ice	0.0	1.2645768	1.0277067	0.4567199	0.9832776
cone	ice	0.0	1.2645768	1.0108694	0.49258164	0.90580034
refrigerator	ice	0.0	1.2645768	1.1128589	0.4019964	0.78564286
ice	ice	0.0	1.2645768	0.0	0.74815816	0.9989359
soda	ice	0.0	1.2645768	1.1079664	0.46413735	0.9998493
snow	ice	0.0	1.2645768	1.0847709	0.269407	0.90314424
notion	idea	0.0	1.3416888	0.890059	0.50674105	0.00024375173
conceived	idea	0.0	1.3416888	1.1364801	0.41274512	2.5388386e-05
inkling	idea	0.0	1.3416888	1.1485999	0.23862912	3.975614e-06
idea	idea	0.0	1.3416888	0.0	0.7415981	2.2900836e-06
absurd	idea	0.0	1.3416888	1.1476035	0.27869326	1.2976292e-06
thought	idea	0.0	1.3416888	1.1380615	0.20344679	3.347279e-06
think	idea	0.0	1.3416888	1.1516284	0.168393	1.909366e-06
obsessed	idea	0.0	1.3416888	1.1455553	0.23394555	2.5388386e-05
plan	idea	0.0	1.3416888	1.1409466	0.24660492	0.00016218028
toyed	idea	0.0	1.3416888	1.1125098	0.25505102	2.5388386e-05
author	identity	0.0	0.0	1.1569602	0.3307214	0.9999956
reveal	identity	0.0	0.0	1.1401385	0.35004205	0.08798152
guilt	identity	0.0	0.0	1.1617563	0.3251611	2.8010725e-06
doubt	identity	0.0	0.0	1.1554455	0.3324729	0.9987908
existence	identity	0.0	0.0	1.1650875	0.32128567	0.99999857
presence	identity	0.0	0.0	1.1588658	0.32851505	0.007792587
clue	identity	0.0	0.0	1.1361122	0.35462445	0.22644138
identity	identity	0.0	0.0	0.0	1.0	0.99432856
victim	identity	0.0	0.0	1.1320336	0.35925	0.99904245
murderer	identity	0.0	0.0	1.1057796	0.3886257	0.9020617
behaving	idiot	0.0	1.0	1.1227386	0.36972904	0.038887523
coward	idiot	0.0	1.0	1.1637832	0.3228043	9.355163e-06
bastard	idiot	0.0	1.0	1.1311682	0.3602292	0.14272954
idiot	idiot	0.0	1.0	0.0	1.0000001	0.098482765
bitch	idiot	0.0	1.0	1.1698581	0.31571603	0.9998229
ass	idiot	0.0	1.0	1.1338669	0.3571729	0.9981267
hypocrite	idiot	0.0	1.0	1.1704311	0.3150455	0.9375602
